院校,年份,院系,专业,初试成绩,复试成绩,复试满分,总成绩,是否录取
中国矿业大学(北京),2020,机电与信息工程学院,信号与信息处理,323.0,77.33,100.0,70.97,是
中国矿业大学(北京),2020,机电与信息工程学院,信号与信息处理,339.0,85.33,100.0,73.64,是
中国矿业大学(北京),2020,机电与信息工程学院,信号与信息处理,285.0,78.0,100.0,64.0,是
中国矿业大学(北京),2020,机电与信息工程学院,控制理论与控制工程,329.0,67.33,100.0,66.57,是
中国矿业大学(北京),2020,机电与信息工程学院,控制理论与控制工程,340.0,80.0,100.0,74.0,是
中国矿业大学(北京),2020,机电与信息工程学院,控制理论与控制工程,326.0,72.0,100.0,67.47,是
中国矿业大学(北京),2020,机电与信息工程学院,检测技术与自动化装置,275.0,84.0,100.0,64.67,是
中国矿业大学(北京),2020,机电与信息工程学院,检测技术与自动化装置,308.0,86.33,100.0,69.84,是
中国矿业大学(北京),2020,机电与信息工程学院,检测技术与自动化装置,279.0,81.33,100.0,64.31,是
中国矿业大学(北京),2020,机电与信息工程学院,检测技术与自动化装置,299.0,76.67,100.0,65.42,是
中国矿业大学(北京),2020,机电与信息工程学院,模式识别与智能系统,292.0,76.67,100.0,67.53,是
中国矿业大学(北京),2020,机电与信息工程学院,模式识别与智能系统,324.0,73.33,100.0,69.07,是
中国矿业大学(北京),2020,机电与信息工程学院,模式识别与智能系统,349.0,78.67,100.0,74.23,是
中国矿业大学(北京),2020,机电与信息工程学院,模式识别与智能系统,289.0,84.67,100.0,66.76,是
中国矿业大学(北京),2020,机电与信息工程学院,模式识别与智能系统,334.0,86.67,100.0,73.42,是
中国矿业大学(北京),2020,机电与信息工程学院,模式识别与智能系统,286.0,84.67,100.0,66.36,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,294.0,60.25,100.0,59.28,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,287.0,74.75,100.0,63.18,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,306.0,65.0,100.0,62.47,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,284.0,75.0,100.0,62.87,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,342.0,69.75,100.0,68.85,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,271.0,71.0,100.0,59.8,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,296.0,65.25,100.0,61.22,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,310.0,65.0,100.0,63.0,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,317.0,80.0,100.0,68.93,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,298.0,60.75,100.0,59.98,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,288.0,61.75,100.0,58.98,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,332.0,69.75,100.0,67.52,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,319.0,65.0,100.0,64.2,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,296.0,80.25,100.0,66.22,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,348.0,69.75,100.0,69.65,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,297.0,64.75,100.0,61.18,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,307.0,70.0,100.0,64.27,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,295.0,70.25,100.0,62.75,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,364.0,64.75,100.0,70.12,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,287.0,65.0,100.0,59.93,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,316.0,80.25,100.0,68.88,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,304.0,69.75,100.0,63.78,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,295.0,80.0,100.0,66.0,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,310.0,65.0,100.0,63.0,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,338.0,81.0,100.0,72.07,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,339.0,71.0,100.0,68.87,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,317.0,81.0,100.0,69.27,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,316.0,82.0,100.0,69.47,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,350.0,67.4,100.0,69.13,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,331.0,64.4,100.0,65.6,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,316.0,69.0,100.0,65.13,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,341.0,69.0,100.0,68.47,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,298.0,80.4,100.0,66.53,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,290.0,82.8,100.0,66.27,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,347.0,70.0,100.0,69.6,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,328.0,70.0,100.0,67.07,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,361.0,79.0,100.0,74.47,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,318.0,76.0,100.0,67.73,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,309.0,76.0,100.0,66.53,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,340.0,78.0,100.0,71.33,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,314.0,75.0,100.0,66.87,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,305.0,73.6,100.0,65.2,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,337.0,66.0,100.0,66.93,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,342.0,77.0,100.0,71.27,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,312.0,67.2,100.0,64.0,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,342.0,68.8,100.0,68.53,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,323.0,72.0,100.0,67.07,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,328.0,84.6,100.0,71.93,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,296.0,72.4,100.0,63.6,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,330.0,63.0,100.0,65.0,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,367.0,62.0,100.0,69.6,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,302.0,73.8,100.0,64.87,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,345.0,80.2,100.0,72.73,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,323.0,70.4,100.0,66.53,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,320.0,63.0,100.0,63.67,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,317.0,73.0,100.0,68.2,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,324.0,78.0,100.0,71.4,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,328.0,74.67,100.0,70.13,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,388.0,85.33,100.0,81.47,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,317.0,72.67,100.0,68.03,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,322.0,77.0,100.0,70.7,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,339.0,79.0,100.0,73.4,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,321.0,73.67,100.0,68.93,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,329.0,78.0,100.0,71.9,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,313.0,77.33,100.0,69.97,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,315.0,72.0,100.0,67.5,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,324.0,77.0,100.0,70.9,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,351.0,80.33,100.0,75.27,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,378.0,80.67,100.0,78.13,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,373.0,79.0,100.0,76.8,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,337.0,77.67,100.0,72.53,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,335.0,79.33,100.0,73.17,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,359.0,74.0,100.0,72.9,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,292.0,74.67,100.0,63.82,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,278.0,82.0,100.0,64.4,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,270.0,71.0,100.0,59.67,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,270.0,70.67,100.0,59.56,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,313.0,75.33,100.0,66.84,是
中国矿业大学(北京),2020,机电与信息工程学院,电子信息,299.0,75.33,100.0,64.98,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,353.0,74.6,100.0,71.93,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,328.0,80.1,100.0,70.43,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,325.0,81.0,100.0,70.33,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,353.0,82.7,100.0,74.63,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,346.0,85.33,100.0,74.58,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,343.0,82.3,100.0,73.17,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,338.0,81.5,100.0,72.23,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,321.0,82.73,100.0,70.38,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,336.0,85.6,100.0,73.33,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,342.0,83.87,100.0,73.56,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,378.0,84.9,100.0,78.7,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,311.0,90.2,100.0,71.53,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,345.0,80.6,100.0,72.87,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,322.0,79.17,100.0,69.32,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,384.0,85.07,100.0,79.56,是
中国矿业大学(北京),2020,机电与信息工程学院,计算机科学与技术,328.0,78.9,100.0,70.03,是
中国矿业大学(北京),2020,机电与信息工程学院,软件工程,317.0,84.2,100.0,73.8,是
中国矿业大学(北京),2020,机电与信息工程学院,软件工程,326.0,87.8,100.0,76.5,是
中国矿业大学(北京),2020,机电与信息工程学院,软件工程,312.0,85.4,100.0,73.9,是
中国矿业大学(北京),2020,机电与信息工程学院,软件工程,285.0,80.2,100.0,68.6,是
中国矿业大学(北京),2020,机电与信息工程学院,软件工程,331.0,88.13,100.0,73.51,是
中国矿业大学(北京),2020,机电与信息工程学院,通信与信息系统,289.0,89.2,100.0,73.5,是
中国矿业大学(北京),2020,机电与信息工程学院,通信与信息系统,298.0,95.0,100.0,77.3,是
中国矿业大学(北京),2020,机电与信息工程学院,通信与信息系统,325.0,97.0,100.0,81.0,是
中国矿业大学(北京),2020,机电与信息工程学院,通信与信息系统,285.0,95.0,100.0,76.0,是
中国矿业大学(北京),2020,机电与信息工程学院,通信与信息系统,334.0,72.0,100.0,69.4,是
中国矿业大学(北京),2020,机电与信息工程学院,通信与信息系统,315.0,77.6,100.0,70.3,是
中国矿业大学(北京),2020,机电与信息工程学院,通信与信息系统,342.0,78.0,100.0,71.6,是
中国矿业大学(北京),2020,机电与信息工程学院,通信与信息系统,336.0,82.0,100.0,72.1,是
中国矿业大学(北京),2020,机电与信息工程学院,通信与信息系统,279.0,70.0,100.0,60.5,是
广西大学,2020,计算机与电子信息学院,电子信息,340.0,93.72,100.0,80.86,是
广西大学,2020,计算机与电子信息学院,电子信息,373.0,90.48,100.0,79.67,是
广西大学,2020,计算机与电子信息学院,电子信息,338.0,92.12,100.0,76.92,是
广西大学,2020,计算机与电子信息学院,电子信息,315.0,92.08,100.0,76.47,是
广西大学,2020,计算机与电子信息学院,电子信息,336.0,90.04,100.0,76.17,是
广西大学,2020,计算机与电子信息学院,电子信息,343.0,86.76,100.0,75.74,是
广西大学,2020,计算机与电子信息学院,电子信息,357.0,86.28,100.0,75.71,是
广西大学,2020,计算机与电子信息学院,电子信息,349.0,85.16,100.0,75.3,是
广西大学,2020,计算机与电子信息学院,电子信息,341.0,91.96,100.0,75.13,是
广西大学,2020,计算机与电子信息学院,电子信息,358.0,85.44,100.0,75.01,是
广西大学,2020,计算机与电子信息学院,电子信息,272.0,92.84,100.0,74.85,是
广西大学,2020,计算机与电子信息学院,电子信息,345.0,89.16,100.0,74.58,是
广西大学,2020,计算机与电子信息学院,电子信息,300.0,92.68,100.0,74.49,是
广西大学,2020,计算机与电子信息学院,电子信息,343.0,86.24,100.0,74.41,是
广西大学,2020,计算机与电子信息学院,电子信息,328.0,89.36,100.0,74.4,是
广西大学,2020,计算机与电子信息学院,电子信息,367.0,83.32,100.0,74.38,是
广西大学,2020,计算机与电子信息学院,电子信息,362.0,84.04,100.0,74.31,是
广西大学,2020,计算机与电子信息学院,电子信息,343.0,87.64,100.0,74.25,是
广西大学,2020,计算机与电子信息学院,电子信息,304.0,89.84,100.0,74.21,是
广西大学,2020,计算机与电子信息学院,电子信息,312.0,90.6,100.0,73.59,是
广西大学,2020,计算机与电子信息学院,电子信息,342.0,86.0,100.0,73.29,是
广西大学,2020,计算机与电子信息学院,电子信息,321.0,87.4,100.0,72.99,是
广西大学,2020,计算机与电子信息学院,电子信息,310.0,90.24,100.0,72.98,是
广西大学,2020,计算机与电子信息学院,电子信息,327.0,90.52,100.0,72.97,是
广西大学,2020,计算机与电子信息学院,电子信息,332.0,87.92,100.0,72.96,是
广西大学,2020,计算机与电子信息学院,电子信息,277.0,91.88,100.0,72.94,是
广西大学,2020,计算机与电子信息学院,电子信息,332.0,86.4,100.0,72.77,是
广西大学,2020,计算机与电子信息学院,电子信息,294.0,92.2,100.0,72.53,是
广西大学,2020,计算机与电子信息学院,电子信息,336.0,88.6,100.0,72.45,是
广西大学,2020,计算机与电子信息学院,电子信息,316.0,87.6,100.0,72.09,是
广西大学,2020,计算机与电子信息学院,电子信息,332.0,87.8,100.0,72.05,是
广西大学,2020,计算机与电子信息学院,电子信息,332.0,87.48,100.0,71.89,是
广西大学,2020,计算机与电子信息学院,电子信息,341.0,86.4,100.0,71.77,是
广西大学,2020,计算机与电子信息学院,电子信息,344.0,78.08,100.0,71.76,是
广西大学,2020,计算机与电子信息学院,电子信息,353.0,81.72,100.0,71.58,是
广西大学,2020,计算机与电子信息学院,电子信息,317.0,89.8,100.0,71.47,是
广西大学,2020,计算机与电子信息学院,电子信息,277.0,89.48,100.0,71.17,是
广西大学,2020,计算机与电子信息学院,电子信息,295.0,89.92,100.0,70.53,是
广西大学,2020,计算机与电子信息学院,电子信息,315.0,86.56,100.0,70.28,是
广西大学,2020,计算机与电子信息学院,电子信息,291.0,89.32,100.0,71.52,是
广西大学,2020,计算机与电子信息学院,电子信息,257.0,88.28,100.0,71.14,是
广西大学,2020,计算机与电子信息学院,电子信息,294.0,88.48,100.0,70.67,是
广西大学,2020,计算机与电子信息学院,电子信息,307.0,82.8,100.0,68.26,是
广西大学,2020,计算机与电子信息学院,电子信息,276.0,80.52,100.0,66.69,是
广西大学,2020,计算机与电子信息学院,电子信息,269.0,84.48,100.0,65.53,是
广西大学,2020,计算机与电子信息学院,电子信息,313.0,79.0,100.0,65.22,是
广西大学,2020,计算机与电子信息学院,电子信息,287.0,81.2,100.0,64.17,是
广西大学,2020,计算机与电子信息学院,电子信息,273.0,75.48,100.0,62.6,是
广西大学,2020,计算机与电子信息学院,电子信息,271.0,75.84,100.0,62.07,是
广西大学,2020,计算机与电子信息学院,电子信息,316.0,92.12,100.0,78.92,是
广西大学,2020,计算机与电子信息学院,电子信息,320.0,88.04,100.0,77.45,是
广西大学,2020,计算机与电子信息学院,电子信息,331.0,85.44,100.0,77.29,是
广西大学,2020,计算机与电子信息学院,电子信息,333.0,90.04,100.0,76.88,是
广西大学,2020,计算机与电子信息学院,电子信息,312.0,89.96,100.0,76.84,是
广西大学,2020,计算机与电子信息学院,电子信息,344.0,82.72,100.0,76.79,是
广西大学,2020,计算机与电子信息学院,电子信息,307.0,86.52,100.0,76.41,是
广西大学,2020,计算机与电子信息学院,电子信息,340.0,82.2,100.0,76.39,是
广西大学,2020,计算机与电子信息学院,电子信息,369.0,81.68,100.0,76.13,是
广西大学,2020,计算机与电子信息学院,电子信息,340.0,83.08,100.0,76.11,是
广西大学,2020,计算机与电子信息学院,电子信息,336.0,84.2,100.0,75.96,是
广西大学,2020,计算机与电子信息学院,电子信息,359.0,83.64,100.0,75.96,是
广西大学,2020,计算机与电子信息学院,电子信息,369.0,75.52,100.0,75.9,是
广西大学,2020,计算机与电子信息学院,电子信息,328.0,86.08,100.0,75.9,是
广西大学,2020,计算机与电子信息学院,电子信息,330.0,86.88,100.0,75.87,是
广西大学,2020,计算机与电子信息学院,电子信息,355.0,78.44,100.0,75.37,是
广西大学,2020,计算机与电子信息学院,电子信息,332.0,81.48,100.0,75.17,是
广西大学,2020,计算机与电子信息学院,电子信息,331.0,81.4,100.0,75.13,是
广西大学,2020,计算机与电子信息学院,电子信息,330.0,83.12,100.0,74.71,是
广西大学,2020,计算机与电子信息学院,电子信息,312.0,81.88,100.0,74.51,是
广西大学,2020,计算机与电子信息学院,电子信息,318.0,86.68,100.0,74.49,是
广西大学,2020,计算机与电子信息学院,电子信息,328.0,83.08,100.0,74.4,是
广西大学,2020,计算机与电子信息学院,电子信息,336.0,81.12,100.0,74.13,是
广西大学,2020,计算机与电子信息学院,电子信息,373.0,76.76,100.0,73.81,是
广西大学,2020,计算机与电子信息学院,电子信息,328.0,82.44,100.0,73.79,是
广西大学,2020,计算机与电子信息学院,电子信息,336.0,78.96,100.0,73.77,是
广西大学,2020,计算机与电子信息学院,电子信息,343.0,80.4,100.0,73.77,是
广西大学,2020,计算机与电子信息学院,电子信息,346.0,77.64,100.0,73.68,是
广西大学,2020,计算机与电子信息学院,电子信息,325.0,89.28,100.0,73.64,是
广西大学,2020,计算机与电子信息学院,电子信息,358.0,80.32,100.0,73.59,是
广西大学,2020,计算机与电子信息学院,电子信息,333.0,82.28,100.0,73.57,是
广西大学,2020,计算机与电子信息学院,电子信息,364.0,79.28,100.0,73.36,是
广西大学,2020,计算机与电子信息学院,电子信息,329.0,80.08,100.0,73.04,是
广西大学,2020,计算机与电子信息学院,电子信息,291.0,86.6,100.0,73.02,是
广西大学,2020,计算机与电子信息学院,电子信息,328.0,82.96,100.0,72.91,是
广西大学,2020,计算机与电子信息学院,电子信息,277.0,84.92,100.0,72.75,是
广西大学,2020,计算机与电子信息学院,电子信息,347.0,72.96,100.0,72.63,是
广西大学,2020,计算机与电子信息学院,电子信息,307.0,81.2,100.0,72.46,是
广西大学,2020,计算机与电子信息学院,电子信息,374.0,75.2,100.0,72.46,是
广西大学,2020,计算机与电子信息学院,电子信息,260.0,91.76,100.0,72.45,是
广西大学,2020,计算机与电子信息学院,电子信息,311.0,79.16,100.0,72.44,是
广西大学,2020,计算机与电子信息学院,电子信息,269.0,89.36,100.0,72.39,是
广西大学,2020,计算机与电子信息学院,电子信息,300.0,85.8,100.0,72.33,是
广西大学,2020,计算机与电子信息学院,电子信息,297.0,83.76,100.0,72.31,是
广西大学,2020,计算机与电子信息学院,电子信息,340.0,77.48,100.0,72.17,是
广西大学,2020,计算机与电子信息学院,电子信息,330.0,74.2,100.0,72.1,是
广西大学,2020,计算机与电子信息学院,电子信息,333.0,82.04,100.0,71.88,是
广西大学,2020,计算机与电子信息学院,电子信息,274.0,88.0,100.0,71.86,是
广西大学,2020,计算机与电子信息学院,电子信息,326.0,81.72,100.0,71.86,是
广西大学,2020,计算机与电子信息学院,电子信息,254.0,91.56,100.0,71.78,是
广西大学,2020,计算机与电子信息学院,电子信息,288.0,81.84,100.0,71.7,是
广西大学,2020,计算机与电子信息学院,电子信息,297.0,83.52,100.0,71.48,是
广西大学,2020,计算机与电子信息学院,电子信息,319.0,77.48,100.0,71.46,是
广西大学,2020,计算机与电子信息学院,电子信息,300.0,84.72,100.0,71.36,是
广西大学,2020,计算机与电子信息学院,电子信息,326.0,78.36,100.0,71.32,是
广西大学,2020,计算机与电子信息学院,电子信息,302.0,85.2,100.0,71.17,是
广西大学,2020,计算机与电子信息学院,电子信息,283.0,81.72,100.0,71.01,是
广西大学,2020,计算机与电子信息学院,电子信息,298.0,82.12,100.0,70.77,是
广西大学,2020,计算机与电子信息学院,电子信息,272.0,86.8,100.0,70.69,是
广西大学,2020,计算机与电子信息学院,电子信息,303.0,82.16,100.0,70.65,是
广西大学,2020,计算机与电子信息学院,电子信息,261.0,84.92,100.0,70.46,是
广西大学,2020,计算机与电子信息学院,电子信息,265.0,82.56,100.0,70.43,是
广西大学,2020,计算机与电子信息学院,电子信息,305.0,81.36,100.0,69.97,是
广西大学,2020,计算机与电子信息学院,电子信息,328.0,80.2,100.0,69.82,是
广西大学,2020,计算机与电子信息学院,电子信息,328.0,68.08,100.0,69.61,是
广西大学,2020,计算机与电子信息学院,电子信息,291.0,83.16,100.0,69.44,是
广西大学,2020,计算机与电子信息学院,电子信息,304.0,86.4,100.0,69.2,是
广西大学,2020,计算机与电子信息学院,电子信息,301.0,85.24,100.0,69.19,是
广西大学,2020,计算机与电子信息学院,电子信息,288.0,80.64,100.0,69.18,是
广西大学,2020,计算机与电子信息学院,电子信息,276.0,77.64,100.0,69.11,是
广西大学,2020,计算机与电子信息学院,电子信息,277.0,76.36,100.0,68.9,是
广西大学,2020,计算机与电子信息学院,电子信息,261.0,77.72,100.0,68.86,是
广西大学,2020,计算机与电子信息学院,电子信息,259.0,82.92,100.0,68.32,是
广西大学,2020,计算机与电子信息学院,电子信息,277.0,81.92,100.0,68.25,是
广西大学,2020,计算机与电子信息学院,电子信息,275.0,76.88,100.0,68.01,是
广西大学,2020,计算机与电子信息学院,电子信息,260.0,85.24,100.0,67.62,是
广西大学,2020,计算机与电子信息学院,电子信息,259.0,79.52,100.0,67.48,是
广西大学,2020,计算机与电子信息学院,电子信息,262.0,81.2,100.0,67.46,是
广西大学,2020,计算机与电子信息学院,电子信息,313.0,73.48,100.0,67.45,是
广西大学,2020,计算机与电子信息学院,电子信息,256.0,81.96,100.0,67.27,是
广西大学,2020,计算机与电子信息学院,电子信息,271.0,78.04,100.0,67.02,是
广西大学,2020,计算机与电子信息学院,电子信息,262.0,78.8,100.0,66.83,是
广西大学,2020,计算机与电子信息学院,电子信息,308.0,72.52,100.0,66.55,是
广西大学,2020,计算机与电子信息学院,电子信息,263.0,79.88,100.0,66.51,是
广西大学,2020,计算机与电子信息学院,电子信息,308.0,68.2,100.0,66.24,是
广西大学,2020,计算机与电子信息学院,电子信息,263.0,76.28,100.0,66.14,是
广西大学,2020,计算机与电子信息学院,电子信息,290.0,73.8,100.0,65.9,是
广西大学,2020,计算机与电子信息学院,电子信息,341.0,68.64,100.0,65.89,是
广西大学,2020,计算机与电子信息学院,电子信息,261.0,76.0,100.0,65.86,是
广西大学,2020,计算机与电子信息学院,电子信息,268.0,78.24,100.0,65.83,是
广西大学,2020,计算机与电子信息学院,电子信息,301.0,76.04,100.0,65.74,是
广西大学,2020,计算机与电子信息学院,电子信息,277.0,79.32,100.0,65.37,是
广西大学,2020,计算机与电子信息学院,电子信息,270.0,72.0,100.0,64.71,是
广西大学,2020,计算机与电子信息学院,电子信息,273.0,64.4,100.0,60.63,是
广西大学,2020,计算机与电子信息学院,电子信息,296.0,85.16,100.0,73.44,是
广西大学,2020,计算机与电子信息学院,电子信息,293.0,76.4,100.0,72.77,是
广西大学,2020,计算机与电子信息学院,电子信息,287.0,87.88,100.0,72.65,是
广西大学,2020,计算机与电子信息学院,电子信息,318.0,86.6,100.0,70.73,是
广西大学,2020,计算机与电子信息学院,电子信息,286.0,79.28,100.0,70.64,是
广西大学,2020,计算机与电子信息学院,电子信息,324.0,75.96,100.0,69.41,是
广西大学,2020,计算机与电子信息学院,电子信息,252.0,83.28,100.0,69.36,是
广西大学,2020,计算机与电子信息学院,电子信息,313.0,85.8,100.0,69.33,是
广西大学,2020,计算机与电子信息学院,电子信息,276.0,84.04,100.0,68.88,是
广西大学,2020,计算机与电子信息学院,电子信息,324.0,81.48,100.0,68.31,是
广西大学,2020,计算机与电子信息学院,电子信息,305.0,85.4,100.0,68.27,是
广西大学,2020,计算机与电子信息学院,电子信息,295.0,82.76,100.0,67.67,是
广西大学,2020,计算机与电子信息学院,电子信息,270.0,88.24,100.0,67.55,是
广西大学,2020,计算机与电子信息学院,电子信息,294.0,81.44,100.0,66.87,是
广西大学,2020,计算机与电子信息学院,电子信息,268.0,83.44,100.0,66.29,是
广西大学,2020,计算机与电子信息学院,电子信息,285.0,76.6,100.0,66.16,是
广西大学,2020,计算机与电子信息学院,电子信息,309.0,80.88,100.0,65.58,是
广西大学,2020,计算机与电子信息学院,电子信息,283.0,80.56,100.0,65.57,是
广西大学,2020,计算机与电子信息学院,电子信息,254.0,79.04,100.0,65.52,是
广西大学,2020,计算机与电子信息学院,电子信息,263.0,79.6,100.0,65.37,是
广西大学,2020,计算机与电子信息学院,电子信息,323.0,76.52,100.0,65.26,是
广西大学,2020,计算机与电子信息学院,电子信息,282.0,81.6,100.0,64.23,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,294.0,91.8,100.0,75.19,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,341.0,83.4,100.0,74.99,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,341.0,82.56,100.0,74.14,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,341.0,85.64,100.0,73.39,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,342.0,87.04,100.0,73.38,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,297.0,91.4,100.0,73.27,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,294.0,88.8,100.0,73.26,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,303.0,87.44,100.0,72.72,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,300.0,90.64,100.0,72.61,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,327.0,86.0,100.0,72.57,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,303.0,85.52,100.0,72.19,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,299.0,89.16,100.0,72.15,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,298.0,83.92,100.0,72.11,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,312.0,88.92,100.0,71.89,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,301.0,91.96,100.0,71.84,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,290.0,86.12,100.0,71.78,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,302.0,80.84,100.0,71.71,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,267.0,82.76,100.0,71.67,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,312.0,84.84,100.0,71.57,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,264.0,87.92,100.0,71.53,是
广西大学,2020,计算机与电子信息学院,计算机科学与技术,336.0,80.56,100.0,71.43,是
